,0,1,2,3,4,5,6,7,8,9,10,11,12,13
138,167,1,19,1.0192,2022_11_10_18_49_29_441856_RIM.jpg,Alligator Cracking,167,,"[776.0, 11.0, 217.0, 62.0]",Rectangle,"('0', '0')",2022-12-22 15:48:07,"{'Object Chainage': '1.0192', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.366', 'Area': '0.51', 'Area_Percentage': '6.34', 'Remarks': ''}",39
139,168,1,19,1.0286,2022_11_10_18_49_31_746689_RIM.jpg,Alligator Cracking,168,,"[3.0, -2.0, 1560.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:48:22,"{'Object Chainage': '1.0286', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.797', 'Area': '7.93', 'Area_Percentage': '99.32', 'Remarks': ''}",39
140,169,1,19,1.0404,2022_11_10_18_49_33_997667_RIM.jpg,Alligator Cracking,169,,"[596.0, 22.0, 966.0, 111.0]",Rectangle,"('0', '0')",2022-12-22 15:48:35,"{'Object Chainage': '1.0404', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.655', 'Area': '4.04', 'Area_Percentage': '50.57', 'Remarks': ''}",39
141,170,1,19,1.0346,2022_11_10_18_49_33_997667_RIM.jpg,Alligator Cracking,170,,"[-2.0, 1.0, 205.0, 132.0]",Rectangle,"('0', '0')",2022-12-22 15:48:50,"{'Object Chainage': '1.0346', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.779', 'Area': '1.02', 'Area_Percentage': '12.76', 'Remarks': ''}",39
142,171,1,19,1.0517,2022_11_10_18_49_36_214734_RIM.jpg,Alligator Cracking,171,,"[1053.0, 9.0, 509.0, 124.0]",Rectangle,"('0', '0')",2022-12-22 15:49:02,"{'Object Chainage': '1.0517', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.732', 'Area': '2.38', 'Area_Percentage': '29.76', 'Remarks': ''}",39
143,172,1,19,1.0463,2022_11_10_18_49_36_214734_RIM.jpg,Alligator Cracking,172,,"[208.0, 61.0, 362.0, 72.0]",Rectangle,"('0', '0')",2022-12-22 15:49:13,"{'Object Chainage': '1.0463', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.425', 'Area': '0.98', 'Area_Percentage': '12.29', 'Remarks': ''}",39
144,173,1,19,1.0685,2022_11_10_18_49_40_789494_RIM.jpg,Alligator Cracking,173,,"[458.0, 3.0, 618.0, 130.0]",Rectangle,"('0', '0')",2022-12-22 15:49:28,"{'Object Chainage': '1.0685', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.767', 'Area': '3.03', 'Area_Percentage': '37.89', 'Remarks': ''}",39
145,174,1,19,1.0765,2022_11_10_18_49_42_977639_RIM.jpg,Alligator Cracking,174,,"[-2.0, 0.0, 844.0, 82.0]",Rectangle,"('0', '0')",2022-12-22 15:49:56,"{'Object Chainage': '1.0765', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.484', 'Area': '2.61', 'Area_Percentage': '32.64', 'Remarks': ''}",39
146,175,1,19,1.088,2022_11_10_18_49_45_160798_RIM.jpg,Alligator Cracking,175,,"[319.0, 7.0, 701.0, 120.0]",Rectangle,"('0', '0')",2022-12-22 15:50:19,"{'Object Chainage': '1.088', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.708', 'Area': '3.17', 'Area_Percentage': '39.67', 'Remarks': ''}",39
147,176,1,19,1.0924,2022_11_10_18_49_45_160798_RIM.jpg,Alligator Cracking,176,,"[1281.0, 8.0, 282.0, 108.0]",Rectangle,"('0', '0')",2022-12-22 15:50:29,"{'Object Chainage': '1.0924', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.637', 'Area': '1.15', 'Area_Percentage': '14.36', 'Remarks': ''}",39
148,177,1,19,1.0957,2022_11_10_18_49_47_324010_RIM.jpg,Alligator Cracking,177,,"[3.0, 0.0, 572.0, 133.0]",Rectangle,"('0', '0')",2022-12-22 15:50:47,"{'Object Chainage': '1.0957', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.785', 'Area': '2.87', 'Area_Percentage': '35.88', 'Remarks': ''}",39
149,178,1,19,1.101,2022_11_10_18_49_47_324010_RIM.jpg,Alligator Cracking,178,,"[858.0, 1.0, 637.0, 127.0]",Rectangle,"('0', '0')",2022-12-22 15:50:59,"{'Object Chainage': '1.101', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.75', 'Area': '3.05', 'Area_Percentage': '38.15', 'Remarks': ''}",39
150,179,1,19,1.1086,2022_11_10_18_49_49_461291_RIM.jpg,Alligator Cracking,179,,"[5.0, -2.0, 1558.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:51:14,"{'Object Chainage': '1.1086', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.797', 'Area': '7.92', 'Area_Percentage': '99.19', 'Remarks': ''}",39
151,180,1,19,1.1184,2022_11_10_18_49_51_555688_RIM.jpg,Alligator Cracking,180,,"[246.0, 5.0, 998.0, 128.0]",Rectangle,"('0', '0')",2022-12-22 15:51:25,"{'Object Chainage': '1.1184', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.755', 'Area': '4.81', 'Area_Percentage': '60.24', 'Remarks': ''}",39
152,181,1,19,1.1227,2022_11_10_18_49_51_555688_RIM.jpg,Alligator Cracking,181,,"[1379.0, 8.0, 179.0, 125.0]",Rectangle,"('0', '0')",2022-12-22 15:51:32,"{'Object Chainage': '1.1227', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.738', 'Area': '0.84', 'Area_Percentage': '10.55', 'Remarks': ''}",39
153,182,1,19,1.1143,2022_11_10_18_49_51_555688_RIM.jpg,Alligator Cracking,182,,"[7.0, 44.0, 87.0, 86.0]",Rectangle,"('0', '0')",2022-12-22 15:51:41,"{'Object Chainage': '1.1143', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.508', 'Area': '0.28', 'Area_Percentage': '3.53', 'Remarks': ''}",39
154,183,1,19,1.1313,2022_11_10_18_49_53_668036_RIM.jpg,Alligator Cracking,183,,"[909.0, 17.0, 654.0, 116.0]",Rectangle,"('0', '0')",2022-12-22 15:52:06,"{'Object Chainage': '1.1313', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.685', 'Area': '2.86', 'Area_Percentage': '35.78', 'Remarks': ''}",39
155,184,1,19,1.1371,2022_11_10_18_49_55_755450_RIM.jpg,Alligator Cracking,184,,"[315.0, -1.0, 417.0, 134.0]",Rectangle,"('0', '0')",2022-12-22 15:52:15,"{'Object Chainage': '1.1371', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.791', 'Area': '2.11', 'Area_Percentage': '26.35', 'Remarks': ''}",39
156,186,1,19,1.1469,2022_11_10_18_49_57_815937_RIM.jpg,Alligator Cracking,186,,"[320.0, 4.0, 350.0, 125.0]",Rectangle,"('0', '0')",2022-12-22 15:52:35,"{'Object Chainage': '1.1469', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.738', 'Area': '1.65', 'Area_Percentage': '20.63', 'Remarks': ''}",39
157,187,1,19,1.1445,2022_11_10_18_49_57_815937_RIM.jpg,Alligator Cracking,187,,"[5.0, 14.0, 149.0, 102.0]",Rectangle,"('0', '0')",2022-12-22 15:52:42,"{'Object Chainage': '1.1445', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.602', 'Area': '0.57', 'Area_Percentage': '7.17', 'Remarks': ''}",39
158,188,1,19,1.1564,2022_11_10_18_49_59_860467_RIM.jpg,Alligator Cracking,188,,"[8.0, -2.0, 801.0, 96.0]",Rectangle,"('0', '0')",2022-12-22 15:52:58,"{'Object Chainage': '1.1564', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.567', 'Area': '2.9', 'Area_Percentage': '36.26', 'Remarks': ''}",39
159,189,1,19,1.1616,2022_11_10_18_49_59_860467_RIM.jpg,Alligator Cracking,189,,"[1002.0, 2.0, 561.0, 123.0]",Rectangle,"('0', '0')",2022-12-22 15:53:05,"{'Object Chainage': '1.1616', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.726', 'Area': '2.6', 'Area_Percentage': '32.54', 'Remarks': ''}",39
160,190,1,19,1.1686,2022_11_10_18_50_01_928932_RIM.jpg,Alligator Cracking,190,,"[6.0, 0.0, 1554.0, 133.0]",Rectangle,"('0', '0')",2022-12-22 15:53:15,"{'Object Chainage': '1.1686', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.785', 'Area': '7.79', 'Area_Percentage': '97.47', 'Remarks': ''}",39
161,191,1,19,1.1786,2022_11_10_18_50_03_966481_RIM.jpg,Alligator Cracking,191,,"[4.0, 0.0, 1554.0, 133.0]",Rectangle,"('0', '0')",2022-12-22 15:53:25,"{'Object Chainage': '1.1786', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.785', 'Area': '7.79', 'Area_Percentage': '97.47', 'Remarks': ''}",39
162,192,1,19,1.1868,2022_11_10_18_50_05_997048_RIM.jpg,Alligator Cracking,192,,"[203.0, 7.0, 548.0, 126.0]",Rectangle,"('0', '0')",2022-12-22 15:53:35,"{'Object Chainage': '1.1868', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.744', 'Area': '2.6', 'Area_Percentage': '32.56', 'Remarks': ''}",39
163,193,1,19,1.1913,2022_11_10_18_50_05_997048_RIM.jpg,Alligator Cracking,193,,"[924.0, 17.0, 636.0, 108.0]",Rectangle,"('0', '0')",2022-12-22 15:53:43,"{'Object Chainage': '1.1913', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.637', 'Area': '2.59', 'Area_Percentage': '32.39', 'Remarks': ''}",39
164,194,1,19,1.1986,2022_11_10_18_50_08_025620_RIM.jpg,Alligator Cracking,194,,"[2.0, 6.0, 1561.0, 127.0]",Rectangle,"('0', '0')",2022-12-22 15:53:53,"{'Object Chainage': '1.1986', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.75', 'Area': '7.47', 'Area_Percentage': '93.49', 'Remarks': ''}",39
165,195,1,19,1.2086,2022_11_10_18_50_10_064166_RIM.jpg,Alligator Cracking,195,,"[3.0, 2.0, 1560.0, 131.0]",Rectangle,"('0', '0')",2022-12-22 15:54:01,"{'Object Chainage': '1.2086', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.773', 'Area': '7.7', 'Area_Percentage': '96.37', 'Remarks': ''}",39
166,196,1,19,1.2186,2022_11_10_18_50_12_134626_RIM.jpg,Alligator Cracking,196,,"[1.0, 7.0, 1562.0, 126.0]",Rectangle,"('0', '0')",2022-12-22 15:54:16,"{'Object Chainage': '1.2186', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.744', 'Area': '7.42', 'Area_Percentage': '92.81', 'Remarks': ''}",39
167,197,1,19,1.2286,2022_11_10_18_50_14_271907_RIM.jpg,Alligator Cracking,197,,"[0.0, -2.0, 1563.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:54:27,"{'Object Chainage': '1.2286', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.797', 'Area': '7.95', 'Area_Percentage': '99.51', 'Remarks': ''}",39
168,198,1,19,1.2429,2022_11_10_18_50_16_612644_RIM.jpg,Alligator Cracking,198,,"[1451.0, 9.0, 106.0, 124.0]",Rectangle,"('0', '0')",2022-12-22 15:54:36,"{'Object Chainage': '1.2429', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.677', 'Area': '0.5', 'Area_Percentage': '6.2', 'Remarks': ''}",39
169,199,1,19,0.9654,2022_11_10_18_49_19_690946_RIM.jpg,Alligator Cracking,199,,"[97.0, 7.0, 261.0, 118.0]",Rectangle,"('0', '0')",2022-12-22 15:58:04,"{'Object Chainage': '0.9654', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.696', 'Area': '1.16', 'Area_Percentage': '14.52', 'Remarks': ''}",39
170,200,1,19,1.082,2022_11_10_18_49_42_977639_RIM.jpg,Alligator Cracking,200,,"[1185.0, 13.0, 341.0, 97.0]",Rectangle,"('0', '0')",2022-12-22 15:58:31,"{'Object Chainage': '1.082', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.572', 'Area': '1.25', 'Area_Percentage': '15.6', 'Remarks': ''}",39
171,201,1,19,1.1409,2022_11_10_18_49_55_755450_RIM.jpg,Alligator Cracking,201,,"[957.0, 16.0, 418.0, 117.0]",Rectangle,"('0', '0')",2022-12-22 15:58:53,"{'Object Chainage': '1.1409', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.691', 'Area': '1.84', 'Area_Percentage': '23.06', 'Remarks': ''}",39
172,202,1,20,0.0147,2022_11_10_17_45_53_296130_RIM.jpg,Pothole,202,,"[12.0, -1.0, 205.0, 62.0]",Rectangle,"('0', '0')",2022-12-22 16:01:40,"{'Object Chainage': '0.0147', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Small (25mm deep & 200mm wide)', 'Width': '0.366', 'Area': '0.48', 'Area_Percentage': '5.88', 'Count': '', 'Remarks': ''}",44
173,203,1,20,0.0177,2022_11_10_17_45_53_296130_RIM.jpg,Pothole,203,,"[593.0, 2.0, 63.0, 52.0]",Rectangle,"('0', '0')",2022-12-22 16:01:49,"{'Object Chainage': '0.0177', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Small (25mm deep & 200mm wide)', 'Width': '0.307', 'Area': '0.12', 'Area_Percentage': '1.52', 'Count': '', 'Remarks': ''}",44
174,204,1,20,0.0312,2022_11_10_17_45_56_907468_RIM.jpg,Alligator Cracking,204,,"[923.0, 4.0, 600.0, 58.0]",Rectangle,"('0', '0')",2022-12-22 16:02:05,"{'Object Chainage': '0.0312', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.342', 'Area': '1.31', 'Area_Percentage': '16.1', 'Remarks': ''}",39
175,205,1,20,0.0381,2022_11_10_17_45_59_986230_RIM.jpg,Alligator Cracking,205,,"[-2.0, 17.0, 1392.0, 63.0]",Rectangle,"('0', '0')",2022-12-22 16:02:18,"{'Object Chainage': '0.0381', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.372', 'Area': '3.3', 'Area_Percentage': '40.56', 'Remarks': ''}",39
176,206,1,20,0.0513,2022_11_10_17_46_02_981216_RIM.jpg,Alligator Cracking,206,,"[920.0, 1.0, 627.0, 88.0]",Rectangle,"('0', '0')",2022-12-22 16:02:32,"{'Object Chainage': '0.0513', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.519', 'Area': '2.08', 'Area_Percentage': '25.52', 'Remarks': ''}",39
177,207,1,20,0.0453,2022_11_10_17_46_02_981216_RIM.jpg,Alligator Cracking,207,,"[48.0, 18.0, 340.0, 50.0]",Rectangle,"('0', '0')",2022-12-22 16:02:54,"{'Object Chainage': '0.0453', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.295', 'Area': '0.64', 'Area_Percentage': '7.86', 'Remarks': ''}",39
178,208,1,20,0.0582,2022_11_10_17_46_05_721883_RIM.jpg,Alligator Cracking,208,,"[209.0, 14.0, 987.0, 71.0]",Rectangle,"('0', '0')",2022-12-22 16:03:14,"{'Object Chainage': '0.0582', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.419', 'Area': '2.64', 'Area_Percentage': '32.41', 'Remarks': ''}",39
179,209,1,20,0.0686,2022_11_10_17_46_08_220201_RIM.jpg,Data Loss,209,,"[8.0, -1.0, 1555.0, 9.0]",Rectangle,"('0', '0')",2022-12-22 16:03:30,"{'Object Chainage': '0.0686', 'Object Geo_Location': '0 , 0', 'Area': '0.53', 'Area_Percentage': '6.47', 'Condition': 'data loss', 'Remarks': ''}",71
180,210,1,20,0.0786,2022_11_10_17_46_10_567917_RIM.jpg,Data Loss,210,,"[9.0, 0.0, 1541.0, 9.0]",Rectangle,"('0', '0')",2022-12-22 16:03:43,"{'Object Chainage': '0.0786', 'Object Geo_Location': '0 , 0', 'Area': '0.52', 'Area_Percentage': '6.41', 'Condition': 'data loss', 'Remarks': ''}",71
181,211,1,20,0.081,2022_11_10_17_46_10_567917_RIM.jpg,Alligator Cracking,211,,"[1028.0, 27.0, 320.0, 65.0]",Rectangle,"('0', '0')",2022-12-22 16:03:53,"{'Object Chainage': '0.081', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.384', 'Area': '0.78', 'Area_Percentage': '9.62', 'Remarks': ''}",39
182,212,1,20,0.0744,2022_11_10_17_46_10_567917_RIM.jpg,Alligator Cracking,212,,"[10.0, 32.0, 116.0, 51.0]",Rectangle,"('0', '0')",2022-12-22 16:04:02,"{'Object Chainage': '0.0744', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.301', 'Area': '0.22', 'Area_Percentage': '2.74', 'Remarks': ''}",39
183,213,1,20,0.0862,2022_11_10_17_46_12_827870_RIM.jpg,Data Loss,213,,"[3.0, 2.0, 749.0, 8.0]",Rectangle,"('0', '0')",2022-12-22 16:04:18,"{'Object Chainage': '0.0862', 'Object Geo_Location': '0 , 0', 'Area': '0.23', 'Area_Percentage': '2.77', 'Condition': 'data loss', 'Remarks': ''}",71
184,214,1,20,0.0915,2022_11_10_17_46_12_827870_RIM.jpg,Data Loss,214,,"[1001.0, 0.0, 544.0, 13.0]",Rectangle,"('0', '0')",2022-12-22 16:04:27,"{'Object Chainage': '0.0915', 'Object Geo_Location': '0 , 0', 'Area': '0.27', 'Area_Percentage': '3.27', 'Condition': 'data loss', 'Remarks': ''}",71
185,215,1,20,0.0862,2022_11_10_17_46_12_827870_RIM.jpg,Alligator Cracking,215,,"[35.0, 26.0, 668.0, 38.0]",Rectangle,"('0', '0')",2022-12-22 16:04:49,"{'Object Chainage': '0.0862', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.224', 'Area': '0.96', 'Area_Percentage': '11.74', 'Remarks': ''}",39
186,216,1,20,0.0922,2022_11_10_17_46_12_827870_RIM.jpg,Alligator Cracking,216,,"[1205.0, 22.0, 358.0, 81.0]",Rectangle,"('0', '0')",2022-12-22 16:04:59,"{'Object Chainage': '0.0922', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.478', 'Area': '1.09', 'Area_Percentage': '13.41', 'Remarks': ''}",39
187,217,1,20,0.0993,2022_11_10_17_46_15_002053_RIM.jpg,Data Loss,217,,"[586.0, 1.0, 631.0, 9.0]",Rectangle,"('0', '0')",2022-12-22 16:05:12,"{'Object Chainage': '0.0993', 'Object Geo_Location': '0 , 0', 'Area': '0.21', 'Area_Percentage': '2.63', 'Condition': 'data loss', 'Remarks': ''}",71
188,218,1,20,0.1025,2022_11_10_17_46_15_002053_RIM.jpg,Data Loss,218,,"[1321.0, -2.0, 228.0, 18.0]",Rectangle,"('0', '0')",2022-12-22 16:05:22,"{'Object Chainage': '0.1025', 'Object Geo_Location': '0 , 0', 'Area': '0.15', 'Area_Percentage': '1.9', 'Condition': 'data loss', 'Remarks': ''}",71
189,219,1,20,0.1482,2022_11_10_17_46_24_866659_RIM.jpg,Data Loss,219,,"[13.0, 2.0, 1399.0, 14.0]",Rectangle,"('0', '0')",2022-12-22 16:05:48,"{'Object Chainage': '0.1482', 'Object Geo_Location': '0 , 0', 'Area': '0.74', 'Area_Percentage': '9.06', 'Condition': 'data loss', 'Remarks': ''}",71
190,220,1,20,0.1587,2022_11_10_17_46_26_614981_RIM.jpg,Alligator Cracking,220,,"[15.0, 0.0, 1546.0, 14.0]",Rectangle,"('0', '0')",2022-12-22 16:06:09,"{'Object Chainage': '0.1587', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.083', 'Area': '0.82', 'Area_Percentage': '10.01', 'Remarks': ''}",39
191,221,1,20,0.1665,2022_11_10_17_46_28_377266_RIM.jpg,Data Loss,221,,"[22.0, -2.0, 815.0, 15.0]",Rectangle,"('0', '0')",2022-12-22 16:06:21,"{'Object Chainage': '0.1665', 'Object Geo_Location': '0 , 0', 'Area': '0.46', 'Area_Percentage': '5.65', 'Condition': 'data loss', 'Remarks': ''}",71
192,222,1,20,0.1715,2022_11_10_17_46_28_377266_RIM.jpg,Data Loss,222,,"[968.0, -2.0, 588.0, 17.0]",Rectangle,"('0', '0')",2022-12-22 16:06:29,"{'Object Chainage': '0.1715', 'Object Geo_Location': '0 , 0', 'Area': '0.38', 'Area_Percentage': '4.62', 'Condition': 'data loss', 'Remarks': ''}",71
193,223,1,20,0.2167,2022_11_10_17_46_37_431041_RIM.jpg,Alligator Cracking,223,,"[172.0, 1.0, 554.0, 46.0]",Rectangle,"('0', '0')",2022-12-22 16:06:49,"{'Object Chainage': '0.2167', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.271', 'Area': '0.96', 'Area_Percentage': '11.79', 'Remarks': ''}",39
194,224,1,20,0.2461,2022_11_10_17_46_42_790700_RIM.jpg,Alligator Cracking,224,,"[187.0, 20.0, 331.0, 89.0]",Rectangle,"('0', '0')",2022-12-22 16:07:01,"{'Object Chainage': '0.2461', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.525', 'Area': '1.11', 'Area_Percentage': '13.63', 'Remarks': ''}",39
195,225,1,20,0.2512,2022_11_10_17_46_42_790700_RIM.jpg,Alligator Cracking,225,,"[1028.0, 24.0, 392.0, 54.0]",Rectangle,"('0', '0')",2022-12-22 16:07:07,"{'Object Chainage': '0.2512', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.319', 'Area': '0.8', 'Area_Percentage': '9.79', 'Remarks': ''}",39
196,226,1,20,0.2489,2022_11_10_17_46_42_790700_RIM.jpg,Alligator Cracking,226,,"[769.0, 13.0, 122.0, 77.0]",Rectangle,"('0', '0')",2022-12-22 16:07:14,"{'Object Chainage': '0.2489', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.454', 'Area': '0.35', 'Area_Percentage': '4.34', 'Remarks': ''}",39
197,227,1,20,0.2652,2022_11_10_17_46_46_390070_RIM.jpg,Alligator Cracking,227,,"[29.0, 45.0, 356.0, 80.0]",Rectangle,"('0', '0')",2022-12-22 16:07:44,"{'Object Chainage': '0.2652', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.472', 'Area': '1.07', 'Area_Percentage': '13.17', 'Remarks': ''}",39
198,228,1,20,0.2712,2022_11_10_17_46_46_390070_RIM.jpg,Data Loss,228,,"[885.0, -2.0, 675.0, 16.0]",Rectangle,"('0', '0')",2022-12-22 16:08:47,"{'Object Chainage': '0.2712', 'Object Geo_Location': '0 , 0', 'Area': '0.41', 'Area_Percentage': '5.0', 'Condition': 'data loss', 'Remarks': ''}",71
199,229,1,20,0.2808,2022_11_10_17_46_48_169309_RIM.jpg,Alligator Cracking,229,,"[739.0, 24.0, 817.0, 112.0]",Rectangle,"('0', '0')",2022-12-22 16:09:00,"{'Object Chainage': '0.2808', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.661', 'Area': '3.45', 'Area_Percentage': '42.32', 'Remarks': ''}",39
200,230,1,20,0.2924,2022_11_10_17_46_49_967498_RIM.jpg,Alligator Cracking,230,,"[1267.0, -1.0, 296.0, 137.0]",Rectangle,"('0', '0')",2022-12-22 16:09:12,"{'Object Chainage': '0.2924', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.809', 'Area': '1.53', 'Area_Percentage': '18.76', 'Remarks': ''}",39
201,231,1,20,0.2855,2022_11_10_17_46_49_967498_RIM.jpg,Alligator Cracking,231,,"[7.0, 8.0, 481.0, 103.0]",Rectangle,"('0', '0')",2022-12-22 16:09:20,"{'Object Chainage': '0.2855', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.608', 'Area': '1.87', 'Area_Percentage': '22.91', 'Remarks': ''}",39
202,232,1,20,0.3353,2022_11_10_17_46_58_834772_RIM.jpg,Alligator Cracking,232,,"[-2.0, 2.0, 444.0, 132.0]",Rectangle,"('0', '0')",2022-12-22 16:11:41,"{'Object Chainage': '0.3353', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.779', 'Area': '2.21', 'Area_Percentage': '27.11', 'Remarks': ''}",39
203,233,1,20,0.4264,2022_11_10_17_47_14_520802_RIM.jpg,Alligator Cracking,233,,"[339.0, 8.0, 132.0, 103.0]",Rectangle,"('0', '0')",2022-12-22 16:12:00,"{'Object Chainage': '0.4264', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.608', 'Area': '0.51', 'Area_Percentage': '6.29', 'Remarks': ''}",39
204,235,1,20,0.5906,2022_11_10_17_47_43_200066_RIM.jpg,Alligator Cracking,235,,"[1042.0, 7.0, 149.0, 63.0]",Rectangle,"('0', '0')",2022-12-22 16:12:34,"{'Object Chainage': '0.5906', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.372', 'Area': '0.35', 'Area_Percentage': '4.34', 'Remarks': ''}",39
205,236,1,20,0.5822,2022_11_10_17_47_41_358992_RIM.jpg,Alligator Cracking,236,,"[1217.0, 0.0, 344.0, 51.0]",Rectangle,"('0', '0')",2022-12-22 16:12:44,"{'Object Chainage': '0.5822', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.301', 'Area': '0.66', 'Area_Percentage': '8.11', 'Remarks': ''}",39
206,237,1,20,0.5994,2022_11_10_17_47_45_051113_RIM.jpg,Alligator Cracking,237,,"[609.0, 9.0, 592.0, 127.0]",Rectangle,"('0', '0')",2022-12-22 16:12:53,"{'Object Chainage': '0.5994', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.75', 'Area': '2.83', 'Area_Percentage': '34.77', 'Remarks': ''}",39
207,238,1,20,0.6403,2022_11_10_17_47_52_275783_RIM.jpg,Alligator Cracking,238,,"[860.0, 1.0, 413.0, 47.0]",Rectangle,"('0', '0')",2022-12-22 16:28:24,"{'Object Chainage': '0.6403', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.277', 'Area': '0.73', 'Area_Percentage': '8.98', 'Remarks': ''}",39
